 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|     ver     | Date  | Time  |               Sequence                 | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
| 19.0/(FRExt)| 18-Ma | 18:59 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         103505   |          16168   |
| 19.0/(FRExt)| 18-Ma | 19:01 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100297   |          15660   |
| 19.0/(FRExt)| 18-Ma | 19:02 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100546   |          15757   |
| 19.0/(FRExt)| 18-Ma | 19:04 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100285   |          15458   |
| 19.0/(FRExt)| 18-Ma | 19:06 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100484   |          15563   |
| 19.0/(FRExt)| 18-Ma | 19:07 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|          99626   |          15458   |
| 19.0/(FRExt)| 18-Ma | 19:09 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100973   |          15772   |
| 19.0/(FRExt)| 18-Ma | 19:11 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100057   |          15510   |
| 19.0/(FRExt)| 18-Ma | 19:12 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100151   |          15505   |
| 19.0/(FRExt)| 18-Ma | 19:14 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         101618   |          15955   |
| 19.0/(FRExt)| 18-Ma | 19:16 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|          99485   |          15584   |
| 19.0/(FRExt)| 18-Ma | 19:17 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100498   |          15553   |
| 19.0/(FRExt)| 18-Ma | 19:19 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100025   |          15814   |
| 19.0/(FRExt)| 18-Ma | 19:21 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         101267   |          16163   |
| 19.0/(FRExt)| 18-Ma | 19:22 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|          99914   |          15632   |
| 19.0/(FRExt)| 18-Ma | 19:24 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         100179   |          15563   |
| 19.0/(FRExt)| 18-Ma | 19:26 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         101077   |          15687   |
| 19.0/(FRExt)| 18-Ma | 19:28 |meijlldmj/avc-steg/files/input_clean.y4m|   30 |  0/0  | 28 | 28 | 30 |1920x1080|    0  |  0 | EPZS |  022 |  32 |  4  | 30.00| CABAC|   1  |   OFF   |  1  | 49.903| 48.142| 46.790| 49.851| 46.965| 46.197| 144320|3353608|      0|  3498272|         101857   |          15563   |
